"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
072902,DUBLIN ISD,072902101,DUBLIN EL,REGION 11: FORT WORTH,ERATH,Elementary,PK - 03,No,No,420,0.769,0.212,B,83,C,77,B,85,Not Rated,.,B,85,C,79,,,Not Earned,Not Earned,,,,Not Earned,Not Earned,25,25,59,59,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
072902,DUBLIN ISD,072902102,DUBLIN INT,REGION 11: FORT WORTH,ERATH,Elementary,04 - 06,No,No,236,0.805,0.267,B,87,B,88,A,91,D,66,A,91,C,79,,,Earned,Earned,Earned,,Not Earned,Earned,Earned,25,25,59,59,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
072903,STEPHENVILLE ISD,,,REGION 11: FORT WORTH,ERATH,District,,No,No,3717,0.504,0.146,B,85,B,85,B,84,C,78,B,84,B,85,,,,,,,,,Not Earned,,,,,,,
072903,STEPHENVILLE ISD,072903001,STEPHENVILLE H S,REGION 11: FORT WORTH,ERATH,High School,09 - 12,No,No,1127,0.453,0.11,B,82,B,83,B,81,C,72,B,81,B,80,,,Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,25,25,59,59,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
072903,STEPHENVILLE ISD,072903041,HENDERSON J H,REGION 11: FORT WORTH,ERATH,Middle School,07 - 08,No,No,550,0.482,0.142,B,89,B,83,B,89,B,89,B,82,B,89,,,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,25,25,59,59,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
072903,STEPHENVILLE ISD,072903101,CENTRAL EL,REGION 11: FORT WORTH,ERATH,Elementary,EE - KG,No,No,410,0.651,0.173,A,91,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,25,25,59,59,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
072903,STEPHENVILLE ISD,072903102,CHAMBERLIN EL,REGION 11: FORT WORTH,ERATH,Elementary,01 - 02,No,No,514,0.504,0.181,A,91,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,25,25,59,59,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
072903,STEPHENVILLE ISD,072903103,GILBERT INT,REGION 11: FORT WORTH,ERATH,Middle School,05 - 06,No,No,547,0.495,0.154,B,85,B,85,B,85,C,70,B,85,B,84,,,Earned,Not Earned,Earned,,Not Earned,Not Earned,Earned,25,25,59,59,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
072903,STEPHENVILLE ISD,072903104,HOOK EL,REGION 11: FORT WORTH,ERATH,Elementary,03 - 04,No,No,569,0.529,0.16,A,91,A,91,A,90,B,89,A,90,A,91,,,Earned,Earned,,,Earned,Earned,Earned,25,25,59,59,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
072904,BLUFF DALE ISD,,,REGION 11: FORT WORTH,ERATH,District,,No,No,241,0.336,0,C,72,C,72,D,61,F,58,D,61,C,71,,,,,,,,,,,,,,,,
072904,BLUFF DALE ISD,072904101,BLUFF DALE EL,REGION 11: FORT WORTH,ERATH,Elem/Secondary,PK - 12,No,No,241,0.336,0,C,72,C,72,D,61,F,58,D,61,C,71,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,25,59,59,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
072908,HUCKABAY ISD,,,REGION 11: FORT WORTH,ERATH,District,,No,No,311,0.125,0.01,B,85,B,86,C,77,C,77,D,66,B,84,,,,,,,,,,,,,,,,
072908,HUCKABAY ISD,072908001,HUCKABAY SCHOOL,REGION 11: FORT WORTH,ERATH,Elem/Secondary,PK - 12,No,No,311,0.125,0.01,B,85,B,86,C,77,C,77,D,66,B,84,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,25,59,59,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
072909,LINGLEVILLE ISD,,,REGION 11: FORT WORTH,ERATH,District,,No,No,282,0.528,0.199,B,86,B,84,B,80,D,67,B,80,A,90,,,,,,,,,,,,,,,,
072909,LINGLEVILLE ISD,072909001,LINGLEVILLE SCHOOL,REGION 11: FORT WORTH,ERATH,Elem/Secondary,PK - 12,No,No,282,0.528,0.199,B,86,B,84,B,80,D,67,B,80,A,90,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,25,25,59,59,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
072910,MORGAN MILL ISD,,,REGION 11: FORT WORTH,ERATH,District,,No,No,116,0.5,0,C,75,C,76,C,72,D,68,C,72,C,71,,,,,,,,,,,,,,,,
072910,MORGAN MILL ISD,072910101,MORGAN MILL EL,REGION 11: FORT WORTH,ERATH,Elementary,PK - 08,No,No,116,0.5,0,C,75,C,76,C,72,D,68,C,72,C,71,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,25,59,59,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
073901,CHILTON ISD,,,REGION 12: WACO,FALLS,District,,No,No,553,0.915,0.215,B,86,B,87,B,87,F,57,B,87,B,84,,,,,,,,,,,,,,,,
073901,CHILTON ISD,073901001,CHILTON SCHOOL,REGION 12: WACO,FALLS,Elem/Secondary,PK - 12,No,No,553,0.915,0.215,B,86,B,87,B,87,F,57,B,87,B,84,,,Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,17,17,13,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
073903,MARLIN ISD,,,REGION 12: WACO,FALLS,District,,No,No,926,0.992,0.173,D,66,D,65,D,66,F,58,D,66,D,67,,,,,,,,,Not Earned,,,,,,,
073903,MARLIN ISD,073903001,MARLIN HIGH,REGION 12: WACO,FALLS,High School,09 - 12,No,No,243,0.992,0.156,C,79,B,81,C,78,F,56,C,78,C,74,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,17,17,13,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
073903,MARLIN ISD,073903005,MARLIN OPPORTUNITY CENTER,REGION 12: WACO,FALLS,High School,09 - 12,Yes,No,8,0.875,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,17,17,13,13,22,22,SELECTIVE ENROL SCHL-CRITERIA-BASED
073903,MARLIN ISD,073903041,MARLIN MIDDLE,REGION 12: WACO,FALLS,Middle School,06 - 08,No,No,201,0.995,0.239,D,64,F,56,D,63,F,58,D,63,D,65,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,17,17,13,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
073903,MARLIN ISD,073903103,MARLIN EL,REGION 12: WACO,FALLS,Elementary,PK - 05,No,No,474,0.994,0.156,D,60,F,53,D,60,D,60,F,55,D,61,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,13,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
073904,WESTPHALIA ISD,,,REGION 12: WACO,FALLS,District,,No,No,154,0.175,0.026,A,92,A,91,B,85,B,85,C,76,A,93,,,,,,,,,,,,,,,,
073904,WESTPHALIA ISD,073904101,WESTPHALIA EL,REGION 12: WACO,FALLS,Elementary,KG - 08,No,No,154,0.175,0.026,A,92,A,91,B,85,B,85,C,76,A,93,,,Not Earned,Not Earned,Not Earned,,Not Earned,Earned,Not Earned,17,17,13,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
073905,ROSEBUD-LOTT ISD,,,REGION 12: WACO,FALLS,District,,No,No,752,0.638,0.065,B,83,C,79,B,83,B,83,B,83,B,82,,,,,,,,,Not Earned,,,,,,,
073905,ROSEBUD-LOTT ISD,073905001,ROSEBUD-LOTT H S,REGION 12: WACO,FALLS,High School,09 - 12,No,No,220,0.555,0.068,B,86,B,86,B,88,B,86,B,88,B,80,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,17,17,13,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
073905,ROSEBUD-LOTT ISD,073905041,ROSEBUD-LOTT MIDDLE,REGION 12: WACO,FALLS,Middle School,07 - 08,No,No,103,0.68,0.049,B,83,C,76,B,82,B,81,B,82,B,86,,,Not Earned,Not Earned,Earned,Not Earned,Earned,Earned,Not Earned,17,17,13,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
073905,ROSEBUD-LOTT ISD,073905105,ROSEBUD-LOTT EL,REGION 12: WACO,FALLS,Elementary,EE - 06,No,No,429,0.671,0.068,B,82,C,74,B,82,B,82,C,78,B,81,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,17,17,13,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
074903,BONHAM ISD,,,REGION 10: RICHARDSON,FANNIN,District,,No,No,1899,0.686,0.172,C,72,C,72,C,73,D,65,C,73,C,71,,,,,,,,,Not Earned,,,,,,,
074903,BONHAM ISD,074903001,BONHAM H S,REGION 10: RICHARDSON,FANNIN,High School,09 - 12,No,No,548,0.588,0.128,C,74,C,73,C,74,F,59,C,74,C,73,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074903,BONHAM ISD,074903041,RATHER L H,REGION 10: RICHARDSON,FANNIN,Middle School,07 - 08,No,No,283,0.7,0.159,C,70,C,70,C,72,D,67,C,72,D,64,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074903,BONHAM ISD,074903102,EVANS EL,REGION 10: RICHARDSON,FANNIN,Elementary,04 - 06,No,No,374,0.693,0.206,C,74,C,72,C,75,C,73,C,75,C,73,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074903,BONHAM ISD,074903103,BAILEY INGLISH EARLY CHILDHOOD CENTER,REGION 10: RICHARDSON,FANNIN,Elementary,EE - PK,No,No,161,0.826,0.186,C,70,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074903,BONHAM ISD,074903104,FINLEY-OATES EL,REGION 10: RICHARDSON,FANNIN,Elementary,KG - 03,No,No,533,0.732,0.195,C,70,D,69,C,70,Not Rated,.,C,70,D,69,,,Not Earned,Not Earned,,,,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074904,DODD CITY ISD,,,REGION 10: RICHARDSON,FANNIN,District,,No,No,330,0.388,0.021,B,86,B,83,C,77,C,74,C,77,A,92,,,,,,,,,,,,,,,,
074904,DODD CITY ISD,074904001,DODD CITY SCHOOL,REGION 10: RICHARDSON,FANNIN,Elem/Secondary,PK - 12,No,No,330,0.388,0.021,B,86,B,83,C,77,C,74,C,77,A,92,,,Not Earned,Not Earned,Earned,Earned,Earned,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074905,ECTOR ISD,,,REGION 10: RICHARDSON,FANNIN,District,,No,No,230,0.526,0.03,D,67,D,69,D,66,D,66,D,62,D,63,,,,,,,,,Not Earned,,,,,,,
074905,ECTOR ISD,074905001,ECTOR H S,REGION 10: RICHARDSON,FANNIN,High School,07 - 12,No,No,118,0.415,0.034,D,65,D,69,D,64,D,64,D,60,F,56,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074905,ECTOR ISD,074905101,ECTOR EL,REGION 10: RICHARDSON,FANNIN,Elementary,PK - 06,No,No,112,0.643,0.027,C,73,D,69,C,71,C,71,D,66,C,77,,,Not Earned,Not Earned,Earned,,Not Earned,Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074907,HONEY GROVE ISD,,,REGION 08: MT PLEASANT,FANNIN,District,,No,No,616,0.593,0.093,B,88,B,88,B,89,C,75,B,89,B,84,,,,,,,,,Not Earned,,,,,,,
074907,HONEY GROVE ISD,074907001,HONEY GROVE H S,REGION 08: MT PLEASANT,FANNIN,High School,09 - 12,No,No,218,0.569,0.069,B,89,A,90,B,89,D,69,B,89,B,85,,,Earned,Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074907,HONEY GROVE ISD,074907041,HONEY GROVE MIDDLE,REGION 08: MT PLEASANT,FANNIN,Middle School,06 - 08,No,No,138,0.638,0.109,A,90,B,85,A,90,B,87,A,90,A,91,,,Earned,Earned,Not Earned,Earned,Earned,Earned,Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074907,HONEY GROVE ISD,074907101,HONEY GROVE EL,REGION 08: MT PLEASANT,FANNIN,Elementary,PK - 05,No,No,260,0.588,0.104,B,85,B,89,B,88,C,73,B,88,C,75,,,Earned,Earned,Not Earned,,Not Earned,Not Earned,Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074909,LEONARD ISD,,,REGION 10: RICHARDSON,FANNIN,District,,No,No,814,0.593,0.061,C,77,C,79,C,79,C,70,C,79,C,73,,,,,,,,,Not Earned,,,,,,,
074909,LEONARD ISD,074909001,LEONARD H S,REGION 10: RICHARDSON,FANNIN,High School,09 - 12,No,No,255,0.569,0.063,C,74,C,76,C,73,F,58,C,73,C,70,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074909,LEONARD ISD,074909041,LEONARD J H,REGION 10: RICHARDSON,FANNIN,Middle School,06 - 08,No,No,200,0.535,0.065,B,83,B,83,B,85,B,84,B,85,C,79,,,Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074909,LEONARD ISD,074909101,LEONARD EL,REGION 10: RICHARDSON,FANNIN,Elementary,EE - 03,No,No,244,0.643,0.066,B,83,B,82,B,85,Not Rated,.,B,85,C,79,,,Not Earned,Not Earned,,,,Earned,Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074909,LEONARD ISD,074909102,LEONARD INT,REGION 10: RICHARDSON,FANNIN,Elementary,04 - 05,No,No,115,0.643,0.043,C,76,C,76,B,80,C,70,B,80,D,68,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074911,SAVOY ISD,,,REGION 10: RICHARDSON,FANNIN,District,,No,No,319,0.567,0.028,B,86,B,84,B,83,D,69,B,83,B,89,,,,,,,,,Not Earned,,,,,,,
074911,SAVOY ISD,074911001,SAVOY H S,REGION 10: RICHARDSON,FANNIN,High School,07 - 12,No,No,132,0.538,0.023,B,86,B,84,B,82,D,64,B,82,A,91,,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074911,SAVOY ISD,074911101,SAVOY EL,REGION 10: RICHARDSON,FANNIN,Elementary,PK - 06,No,No,187,0.588,0.032,B,85,B,85,B,85,C,75,B,85,B,86,,,Earned,Earned,Not Earned,,Not Earned,Earned,Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074912,TRENTON ISD,,,REGION 10: RICHARDSON,FANNIN,District,,No,No,699,0.403,0.124,C,78,C,79,C,76,C,76,D,69,C,75,,,,,,,,,Not Earned,,,,,,,
074912,TRENTON ISD,074912001,TRENTON H S,REGION 10: RICHARDSON,FANNIN,High School,09 - 12,No,No,208,0.337,0.096,A,93,A,94,A,90,A,90,B,88,A,91,,,Earned,Not Earned,Earned,Not Earned,Earned,Not Earned,Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074912,TRENTON ISD,074912041,TRENTON MIDDLE,REGION 10: RICHARDSON,FANNIN,Middle School,05 - 08,No,No,192,0.38,0.146,C,77,C,76,C,75,C,75,F,59,C,78,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074912,TRENTON ISD,074912101,TRENTON EL,REGION 10: RICHARDSON,FANNIN,Elementary,PK - 04,No,No,299,0.465,0.13,F,51,F,57,F,52,F,52,F,52,F,38,Comprehensive Identified,true,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074917,SAM RAYBURN ISD,,,REGION 10: RICHARDSON,FANNIN,District,,No,No,506,0.458,0.049,B,84,B,84,B,81,C,76,B,81,B,84,,,,,,,,,Not Earned,,,,,,,
074917,SAM RAYBURN ISD,074917001,RAYBURN H S,REGION 10: RICHARDSON,FANNIN,High School,07 - 12,No,No,225,0.44,0.062,B,85,B,84,B,81,C,75,B,81,B,88,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
074917,SAM RAYBURN ISD,074917101,SAM RAYBURN EL,REGION 10: RICHARDSON,FANNIN,Elementary,PK - 06,No,No,281,0.473,0.039,B,83,B,85,B,82,C,78,B,82,C,77,,,Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,4,4,62,62,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
075901,FLATONIA ISD,,,REGION 13: AUSTIN,FAYETTE,District,,No,No,658,0.517,0.085,A,94,A,94,A,91,B,85,A,91,A,94,,,,,,,,,Earned,,,,,,,
075901,FLATONIA ISD,075901001,FLATONIA SECONDARY,REGION 13: AUSTIN,FAYETTE,Elem/Secondary,06 - 12,No,No,350,0.503,0.057,A,95,A,94,A,91,B,84,A,91,A,96,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
075901,FLATONIA ISD,075901102,FLATONIA EL,REGION 13: AUSTIN,FAYETTE,Elementary,PK - 05,No,No,294,0.51,0.122,A,90,A,92,A,91,B,87,A,91,B,86,,,Earned,Earned,Earned,,Earned,Earned,Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
075901,FLATONIA ISD,075901103,WHISPERING HILLS ACHIEVEMENT CENTER,REGION 13: AUSTIN,FAYETTE,Elem/Secondary,03 - 10,No,No,14,1,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,10,10,85,85,18,18,SELECTIVE ENRL SCHL-SPCL PGM-BASED
075902,LA GRANGE ISD,,,REGION 13: AUSTIN,FAYETTE,District,,No,No,1879,0.577,0.177,B,80,C,77,B,80,B,80,C,78,C,79,,,,,,,,,Not Earned,,,,,,,
075902,LA GRANGE ISD,075902001,LA GRANGE H S,REGION 13: AUSTIN,FAYETTE,High School,09 - 12,No,No,584,0.527,0.163,C,77,C,76,C,79,C,79,C,76,C,72,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
075902,LA GRANGE ISD,075902041,LA GRANGE MIDDLE,REGION 13: AUSTIN,FAYETTE,Middle School,07 - 08,No,No,300,0.517,0.19,A,91,B,85,A,91,A,91,B,87,A,92,,,Earned,Not Earned,Not Earned,Earned,Earned,Earned,Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
075902,LA GRANGE ISD,075902102,LA GRANGE EL,REGION 13: AUSTIN,FAYETTE,Elementary,EE - 06,No,No,995,0.624,0.181,C,77,C,74,C,76,C,76,C,75,C,78,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
075903,SCHULENBURG ISD,,,REGION 13: AUSTIN,FAYETTE,District,,No,No,682,0.657,0.136,D,64,D,68,D,67,D,61,D,67,F,55,,,,,,,,,Not Earned,,,,,,,
075903,SCHULENBURG ISD,075903001,SCHULENBURG SECONDARY,REGION 13: AUSTIN,FAYETTE,Elem/Secondary,06 - 12,No,No,409,0.599,0.105,D,66,C,70,D,69,D,64,D,69,F,57,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
075903,SCHULENBURG ISD,075903102,SCHULENBURG EL,REGION 13: AUSTIN,FAYETTE,Elementary,PK - 05,No,No,273,0.744,0.183,F,59,D,62,D,62,F,51,D,62,F,51,Additional Targeted Support,true,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
075906,FAYETTEVILLE ISD,,,REGION 13: AUSTIN,FAYETTE,District,,No,No,302,0.228,0.063,A,96,A,96,A,90,B,85,A,90,A,97,,,,,,,,,,,,,,,,
075906,FAYETTEVILLE ISD,075906001,FAYETTEVILLE SCHOOLS,REGION 13: AUSTIN,FAYETTE,Elem/Secondary,PK - 12,No,No,302,0.228,0.063,A,96,A,96,A,90,B,85,A,90,A,97,,,Not Earned,Not Earned,Earned,Not Earned,Earned,Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
075908,ROUND TOP-CARMINE ISD,,,REGION 13: AUSTIN,FAYETTE,District,,No,No,253,0.352,0.103,A,90,B,89,B,84,B,83,B,84,A,91,,,,,,,,,Not Earned,,,,,,,
075908,ROUND TOP-CARMINE ISD,075908001,ROUND TOP-CARMINE H S,REGION 13: AUSTIN,FAYETTE,High School,07 - 12,No,No,112,0.339,0.054,A,90,B,88,B,85,B,83,B,85,A,96,,,Earned,Earned,Not Earned,Earned,Not Earned,Earned,Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
075908,ROUND TOP-CARMINE ISD,075908101,ROUND TOP-CARMINE EL,REGION 13: AUSTIN,FAYETTE,Elementary,PK - 06,No,No,141,0.362,0.142,B,88,A,90,B,83,B,82,B,83,B,83,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,10,10,85,85,18,18,ZONED SCHOOL-TRANSFERS ACCEPTED
076903,ROBY CISD,,,REGION 14: ABILENE,FISHER,District,,No,No,319,0.545,0.034,B,80,C,79,B,81,B,81,C,75,C,77,,,,,,,,,,,,,,,,
076903,ROBY CISD,076903001,ROBY CISD,REGION 14: ABILENE,FISHER,Elem/Secondary,EE - 12,No,No,319,0.545,0.034,B,80,C,79,B,81,B,81,C,75,C,77,,,Not Earned,Earned,Earned,Earned,Earned,Not Earned,Earned,19,19,69,69,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
076904,ROTAN ISD,,,REGION 14: ABILENE,FISHER,District,,No,No,262,0.695,0.034,B,87,B,86,B,87,F,56,B,87,B,87,,,,,,,,,,,,,,,,
076904,ROTAN ISD,076904001,ROTAN K-12,REGION 14: ABILENE,FISHER,Elem/Secondary,PK - 12,No,No,262,0.695,0.034,B,87,B,86,B,87,F,56,B,87,B,87,,,Earned,Earned,Earned,Earned,Not Earned,Not Earned,Earned,19,19,69,69,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
077901,FLOYDADA COLLEGIATE ISD,,,REGION 17: LUBBOCK,FLOYD,District,,No,No,683,0.773,0.073,B,86,B,83,B,86,C,75,B,86,B,85,,,,,,,,,Earned,,,,,,,
077901,FLOYDADA COLLEGIATE ISD,077901001,FLOYDADA COLLEGIATE H S,REGION 17: LUBBOCK,FLOYD,High School,09 - 12,No,No,198,0.727,0.071,A,92,A,90,A,90,C,79,A,90,A,95,,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,19,19,83,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
077901,FLOYDADA COLLEGIATE ISD,077901004,FLOYDADA ISD DAEP,REGION 17: LUBBOCK,FLOYD,Middle School,05 - 09,No,No,2,1,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,19,19,83,83,28,28,SPECIAL ASSIGNMENT SCHOOL
077901,FLOYDADA COLLEGIATE ISD,077901041,FLOYDADA COLLEGIATE J H,REGION 17: LUBBOCK,FLOYD,Middle School,06 - 08,No,No,152,0.789,0.112,C,75,C,70,C,77,F,57,C,77,C,71,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,19,19,83,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
077901,FLOYDADA COLLEGIATE ISD,077901101,A B DUNCAN COLLEGIATE EL,REGION 17: LUBBOCK,FLOYD,Elementary,PK - 05,No,No,331,0.792,0.057,B,89,B,86,A,90,A,90,A,90,B,86,,,Earned,Not Earned,Earned,,Earned,Earned,Earned,19,19,83,83,28,28,COMBINED ENROLLMENT TYPE SCHOOL
077902,LOCKNEY ISD,,,REGION 17: LUBBOCK,FLOYD,District,,No,No,405,0.793,0.049,D,69,D,68,C,71,D,68,C,71,D,66,,,,,,,,,Not Earned,,,,,,,
077902,LOCKNEY ISD,077902001,LOCKNEY H S,REGION 17: LUBBOCK,FLOYD,High School,09 - 12,No,No,134,0.731,0.037,C,77,C,76,C,78,C,70,C,78,C,76,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,19,19,83,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
077902,LOCKNEY ISD,077902003,LOCKNEY DAEP,REGION 17: LUBBOCK,FLOYD,High School,10 - 11,No,No,2,1,0,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,19,19,88,88,28,28,SPECIAL ASSIGNMENT SCHOOL
077902,LOCKNEY ISD,077902041,LOCKNEY J H,REGION 17: LUBBOCK,FLOYD,Middle School,06 - 08,No,No,90,0.767,0.067,F,59,D,60,D,63,F,55,D,63,F,51,,true,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,19,19,83,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
077902,LOCKNEY ISD,077902101,LOCKNEY EL,REGION 17: LUBBOCK,FLOYD,Elementary,PK - 05,No,No,179,0.849,0.05,D,69,D,62,C,79,C,79,D,67,D,68,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,19,19,83,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
